"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX505743","Heliocidaris erythrogramma, 10 day late juvenile, replicate 2","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585027","","2213.53","1","35371074","3537107400","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505742","Heliocidaris erythrogramma, 10 day late juvenile, replicate 1","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585026","","1682.62","1","28932109","2893210900","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505741","Heliocidaris erythrogramma, 96hr early juvenile, replicate 3","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585025","","929.79","1","28797625","1439881250","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505739","Heliocidaris erythrogramma, 96hr early juvenile, replicate 2","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585024","","1414.44","1","22626871","2262687100","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505737","Heliocidaris erythrogramma, 96hr early juvenile, replicate 1","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585022","","1563.62","1","26626609","2662660900","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505736","Heliocidaris erythrogramma, 40hr advanced rudiment, replicate 3","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585021","","1297.17","1","40260150","2013007500","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505735","Heliocidaris erythrogramma, 40hr advanced rudiment, replicate 2","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585020","","1979.18","1","31612821","3161282100","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505733","Heliocidaris erythrogramma, 40hr advanced rudiment, replicate 1","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585019","","1773.69","1","29999085","2999908500","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505732","Heliocidaris erythrogramma, 36hr pentaradial rudiment, replicate 3","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585017","","1409.64","1","43863190","2193159500","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505730","Heliocidaris erythrogramma, 36hr pentaradial rudiment, replicate 2","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585015","","2688.23","1","43060550","4306055000","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505729","Heliocidaris erythrogramma, 36hr pentaradial rudiment, replicate 1","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585014","","1250.45","1","21584858","2158485800","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505726","Heliocidaris erythrogramma, 32hr early rudiment, replicate 3","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585011","","1510.58","1","46894164","2344708200","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505725","Heliocidaris erythrogramma, 32hr early rudiment, replicate 2","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585010","","3869.71","1","61759640","6175964000","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505723","Heliocidaris erythrogramma, 32hr early rudiment, replicate 1","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585009","","1485.78","1","25642326","2564232600","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505720","Heliocidaris erythrogramma, 28hr vestibular larva, replicate 3","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585006","","736.3","1","22476555","1123827750","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505718","Heliocidaris erythrogramma, 28hr vestibular larva, replicate 2","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585004","","2172.03","1","35500440","3550044000","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505716","Heliocidaris erythrogramma, 28hr vestibular larva, replicate 1","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585003","","2763.02","1","44625865","4462586500","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505715","Heliocidaris erythrogramma, 24hr gastrula, replicate 3","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585002","","1169.29","1","36362222","1818111100","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX505713","Heliocidaris erythrogramma, 24hr gastrula, replicate 2","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS585000","","2803.93","1","44824618","4482461800","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX504637","Heliocidaris erythrogramma, 24hr gastrula, replicate 1","Heliocidaris erythrogramma","Illumina HiSeq 2000","Duke University","SRP040740","Heliocidaris erythrogrammaTranscriptome or Gene expression","SRS584375","","2567.48","1","44650358","4465035800","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX501368","RNA-Seq of female Evechinus chloroticus roe with dark colouration","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP040573","Evechinus chloroticus gene expression analysis of roe","SRS582431","","729.4","1","8535493","1707098600","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX501367","RNA-Seq of female Evechinus chloroticus roe with dark colouration","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP040573","Evechinus chloroticus gene expression analysis of roe","SRS582430","","683.71","1","8002008","1600401600","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX501366","RNA-Seq of female Evechinus chloroticus roe with medium colouration","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP040573","Evechinus chloroticus gene expression analysis of roe","SRS582429","","730","1","8528583","1705716600","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX501365","RNA-Seq of female Evechinus chloroticus roe with medium colouration","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP040573","Evechinus chloroticus gene expression analysis of roe","SRS582428","","617.8","1","7218282","1443656400","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX501364","RNA-Seq of female Evechinus chloroticus roe with light colouration","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP040573","Evechinus chloroticus gene expression analysis of roe","SRS582427","","712.14","1","8321701","1664340200","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX501363","RNA-Seq of female Evechinus chloroticus roe with light colouration","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP040573","Evechinus chloroticus gene expression analysis of roe","SRS582426","","744.4","1","8661360","1732272000","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX483331","Transcriptome Sequencing of Apostichopus japonicus from Chinese population","Apostichopus japonicus","Illumina HiSeq 2000","a mixed cDNA library from three organs including t","SRP039584","Transcriptome Sequencing of Apostichopus japonicus from Chinese population","SRS567776","","701","1","6666667","1200000060","","RNA-Seq","TRANSCRIPTOMIC","other"
"SRX447427","Paired end reads used to assemble Asterias amurensis de novo testis transcriptome","Asterias amurensis","Illumina HiSeq 2000","Brown University","SRP035622","Transcriptomes of sea star testes","SRS541980","","4164.82","1","32928915","6585783000","AMR0037-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX447405","Paired end reads used to assemble Asterina pectinifera de novo testis transcriptome","Patiria pectinifera","Illumina HiSeq 2000","Brown University","SRP035622","Transcriptomes of sea star testes","SRS541958","","4258.48","1","33323904","6664780800","AMR0035-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX446358","Paired end reads used to assemble Strongylocentrotus purpuratus de novo transcriptome","Strongylocentrotus purpuratus","Illumina Genome Analyzer IIx","Brown University","SRP034874","Transcriptome of the small micromeres in Strongylocentrotus purpuratus","SRS388389","Purple sea urchin","3150.26","1","28777449","5985709392","Spurp-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX446364","Paired end reads used to assemble Echinaster spinulosus de novo ovary transcriptome","Echinaster spinulosus","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS541459","","4589.56","1","36853037","7370607400","AMR0024-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX446167","Paired end reads used to assemble Stichopus japonicus de novo ovary transcriptome","Apostichopus japonicus","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS541365","","4693.22","1","37028137","7405627400","AMR0033-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX446166","Paired end reads used to assemble Lytechinus variegatus de novo ovary transcriptome","Lytechinus variegatus","Illumina Genome Analyzer IIx","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS541364","","2741.36","1","31923236","5107717760","AMR9006-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445872","Paired end reads used to assemble Asterias amurensis de novo ovary transcriptome","Asterias amurensis","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS541001","","5851.48","1","46848918","9369783600","AMR0036-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445871","Paired end reads used to assemble Asterina pectinifera de novo ovary transcriptome","Patiria pectinifera","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS541000","","4544.61","1","35327953","7065590600","AMR0034-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445870","Paired end reads used to assemble Sphaerechinus granularis de novo ovary transcriptome","Sphaerechinus granularis","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540999","","5556.31","1","43347434","8669486800","AMR0032-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445869","Paired end reads used to assemble Parastichopus californicus de novo ovary transcriptome","Parastichopus californicus","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540998","","4851.34","1","38224262","7644852400","AMR0031-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445868","Paired end reads used to assemble Pisaster ochraceus de novo ovary transcriptome","Pisaster ochraceus","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540997","","4435.15","1","34948776","6989755200","AMR0030-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445866","Paired end reads used to assemble Marthasterias glacialis de novo ovary transcriptome","Marthasterias glacialis","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540996","","4754.3","1","38396211","7679242200","AMR0029-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445864","Paired end reads used to assemble Luidia clathrata de novo ovary transcriptome","Luidia clathrata","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540995","","4263.43","1","33096844","6619368800","AMR0027-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445863","Paired end reads used to assemble Leptasterias de novo ovary transcriptome","Leptasterias sp. AR-2014","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540994","","5070.28","1","41257296","8251459200","AMR0026-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445862","Paired end reads used to assemble Echinarachnius parma de novo ovary transcriptome","Echinarachnius parma","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540993","","5218.81","1","41712544","8342508800","AMR0025-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445861","Paired end reads used to assemble Henricia de novo ovary transcriptome","Henricia sp. AR-2014","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540992","","4972.54","1","38623931","7724786200","AMR0023-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445860","Paired end reads used to assemble Asterias vulgaris de novo ovary transcriptome","Asterias rubens","Illumina HiSeq 2000","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540991","","4305.51","1","33584666","6716933200","AMR0022-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445858","Paired end reads used to assemble Sclerodactyla briareus de novo ovary transcriptome","Sclerodactyla briareus","Illumina Genome Analyzer IIx","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540990","","2828.19","1","32493891","5199022560","AMR9008-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445857","Paired end reads used to assemble Asterias forbesi de novo ovary transcriptome","Asterias forbesi","Illumina Genome Analyzer IIx","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540989","","2602.19","1","30844547","4935127520","AMR9007-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445856","Paired end reads used to assemble Ophiocoma echinata de novo ovary transcriptome","Ophiocoma echinata","Illumina Genome Analyzer IIx","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540988","","2542.33","1","29802194","4768351040","AMR9005-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445853","Paired end reads used to assemble Oxycomanthus japonicus de novo ovary transcriptome","Anneissia japonica","Illumina Genome Analyzer IIx","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540986","","1876.03","1","23401700","3744272000","AMR9004-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445851","Paired end reads used to assemble Patiria miniata de novo ovary transcriptome","Patiria miniata","Illumina Genome Analyzer IIx","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540985","","3106.83","1","34788204","5566112640","AMR9002-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX445845","Paired end reads used to assemble Eucidaris tribuloides de novo ovary transcriptome","Eucidaris tribuloides","Illumina Genome Analyzer IIx","Brown University","SRP035591","Phylogenetic analysis of Echinoderms","SRS540982","","1344","1","17548074","2807691840","AMR9001-RNAseqPE","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"SRX399564","transcriptome analysis of sea urchin (S. intermedius):peristomial membrane","Strongylocentrotus intermedius","Illumina HiSeq 2000","Dalian Ocean University","SRP034740","Strongylocentrotus intermedius strain:sea urchinTranscriptome or Gene expression","SRS519993","","3414.45","1","27447265","4940507700","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX399563","transcriptome analysis of sea urchin (S. intermedius):intestine","Strongylocentrotus intermedius","Illumina HiSeq 2000","Dalian Ocean University","SRP034740","Strongylocentrotus intermedius strain:sea urchinTranscriptome or Gene expression","SRS519994","","3155.76","1","26127898","4703021640","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX399559","transcriptome analysis of sea urchin (strongylocentrotus intermedius)","Strongylocentrotus intermedius","Illumina HiSeq 2000","Dalian Ocean University","SRP034740","Strongylocentrotus intermedius strain:sea urchinTranscriptome or Gene expression","SRS519989","","3019.68","1","25865566","4655801880","","RNA-Seq","TRANSCRIPTOMIC","PolyA"
"SRX385940","RNA-seq Sequence Files of Ets1 Control S. purpuratus Embryos","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Carnegie Mellon University","SRP031836","Genome-wide Targets of Ets1, Alx1 and MAPK pathway in Strongylocentrotus purpuratus","SRS509996","","3044.84","1","44319234","4431923400","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX385992","RNA-seq Sequence Files of PMCs of S. purpuratus embryos, Replicate 2","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Carnegie Mellon University","SRP033427","RNA-seq analysis of transcripts expressed in PMCs and other cells of the Strongylocentrotus purpuratus embryo at the mesenchyme blastula stage","SRS510024","","2087.61","1","32708969","3270896900","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX385990","RNA-seq Sequence Files of PMCs of S. purpuratus embryos, Replicate 1","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Carnegie Mellon University","SRP033427","RNA-seq analysis of transcripts expressed in PMCs and other cells of the Strongylocentrotus purpuratus embryo at the mesenchyme blastula stage","SRS510023","","1939.07","1","30329645","3032964500","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX385988","RNA-seq Sequence Files of non-PMC Cells of S. purpuratus embryos, Replicate 2","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Carnegie Mellon University","SRP033427","RNA-seq analysis of transcripts expressed in PMCs and other cells of the Strongylocentrotus purpuratus embryo at the mesenchyme blastula stage","SRS510021","","2264.23","1","35178372","3517837200","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX385986","RNA-seq Sequence Files of non-PMC Cells of S. purpuratus embryos, Replicate 1","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Carnegie Mellon University","SRP033427","RNA-seq analysis of transcripts expressed in PMCs and other cells of the Strongylocentrotus purpuratus embryo at the mesenchyme blastula stage","SRS510019","","2110.75","1","32833745","3283374500","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX385944","RNA-seq Sequence Files of U0126 Treated S. purpuratus Embryos","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Carnegie Mellon University","SRP031836","Genome-wide Targets of Ets1, Alx1 and MAPK pathway in Strongylocentrotus purpuratus","SRS510000","","1874.16","1","29250884","2925088400","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX385942","RNA-seq Sequence Files of DMSO Control S. purpuratus Embryos","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Carnegie Mellon University","SRP031836","Genome-wide Targets of Ets1, Alx1 and MAPK pathway in Strongylocentrotus purpuratus","SRS509998","","2420.97","1","37647421","3764742100","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX385941","RNA-seq Sequence Files of Ets1 Morphant S. purpuratus Embryos","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Carnegie Mellon University","SRP031836","Genome-wide Targets of Ets1, Alx1 and MAPK pathway in Strongylocentrotus purpuratus","SRS509997","","3100.63","1","45200125","4520012500","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX385939","RNA-seq Sequence Files of Alx1 Morphant S. purpuratus Embryos","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Carnegie Mellon University","SRP031836","Genome-wide Targets of Ets1, Alx1 and MAPK pathway in Strongylocentrotus purpuratus","SRS509995","","3061.29","1","44634434","4463443400","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX366892","RNA-seq Sequence Files of Alx1 Control S. purpuratus Embryos","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Carnegie Mellon University","SRP031836","Genome-wide Targets of Ets1, Alx1 and MAPK pathway in Strongylocentrotus purpuratus","SRS493020","","2829.73","1","41274753","4127475300","","RNA-Seq","TRANSCRIPTOMIC","unspecified"
"SRX375210","GSM1261552: DA respiratory tree; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP032806","Large-scale identification and comparative analysis of miRNA expression profile in the respiratory tree of the sea cucumber Apostichopus japonicus during aestivation (part 2)","SRS500466","","411.8","1","12998248","636914152","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX375209","GSM1261551: NA respiratory tree; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP032806","Large-scale identification and comparative analysis of miRNA expression profile in the respiratory tree of the sea cucumber Apostichopus japonicus during aestivation (part 2)","SRS500465","","390.6","1","12239761","599748289","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX366298","RNA-Seq of female Evechinus chloroticus coelomic fluid sample","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP031601","Evechinus chloroticus Genome sequencing and  Transcriptome or Gene expression","SRS492480","","2485.22","1","19646513","3929302600","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX366296","RNA-Seq of male Evechinus chloroticus coelomic fluid sample","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP031601","Evechinus chloroticus Genome sequencing and  Transcriptome or Gene expression","SRS492479","","2285","1","17976947","3595389400","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX366295","RNA-Seq of female Evechinus chloroticus roe tissue sample","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP031601","Evechinus chloroticus Genome sequencing and  Transcriptome or Gene expression","SRS492478","","1909.89","1","15196446","3039289200","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX366293","RNA-Seq of male Evechinus chloroticus roe tissue sample","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP031601","Evechinus chloroticus Genome sequencing and  Transcriptome or Gene expression","SRS492477","","3070.43","1","24399723","4879944600","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX366292","RNA-Seq of female Evechinus chloroticus whole tissue sample","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP031601","Evechinus chloroticus Genome sequencing and  Transcriptome or Gene expression","SRS492476","","3167.89","1","25235370","5047074000","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX365617","RNA-Seq of male Evechinus chloroticus whole tissue sample","Evechinus chloroticus","Illumina HiSeq 2000","University of Otago","SRP031601","Evechinus chloroticus Genome sequencing and  Transcriptome or Gene expression","SRS492474","","2664.74","1","21359246","4271849200","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX364720","PMC specific transcriptomes: Tbr r2 neg","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Caltech","SRP031458","Strongylocentrotus purpuratus cell-type specific transcriptomes","SRS491108","","2411.87","1","19374435","3874887000","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX364664","PMC specific transcriptomes: Tbr r2 pos","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Caltech","SRP031458","Strongylocentrotus purpuratus cell-type specific transcriptomes","SRS491078","","2463.29","1","20209687","4041937400","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX364663","PMC specific transcriptomes: Tbr r1 pos","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Caltech","SRP031458","Strongylocentrotus purpuratus cell-type specific transcriptomes","SRS491077","","3828.62","1","41002846","6232432592","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX364662","PMC specific transcriptomes: Tbr r1 neg","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Caltech","SRP031458","Strongylocentrotus purpuratus cell-type specific transcriptomes","SRS491076","","3381.81","1","39246895","5965528040","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX364659","PMC specific transcriptomes: Alx1 r1 pos","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Caltech","SRP031458","Strongylocentrotus purpuratus cell-type specific transcriptomes","SRS491074","","2097.95","1","26144409","3973950168","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX364633","PMC specific transcriptomes: Alx1 r1 neg","Strongylocentrotus purpuratus","Illumina HiSeq 2000","Caltech","SRP031458","Strongylocentrotus purpuratus cell-type specific transcriptomes","SRS491047","","2438.3","1","29582297","4496509144","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX359801","GSM1239374: AA; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP030403","RNA-Seq dependent transcriptional analysis unveils adaptive mechanisms in the intestine of sea cucumber Apostichopus japonicus during aestivation","SRS487888","","108.2","1","3555147","174202203","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX359800","GSM1239373: DA; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP030403","RNA-Seq dependent transcriptional analysis unveils adaptive mechanisms in the intestine of sea cucumber Apostichopus japonicus during aestivation","SRS487887","","109.85","1","3613557","177064293","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX359799","GSM1239372: NA; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP030403","RNA-Seq dependent transcriptional analysis unveils adaptive mechanisms in the intestine of sea cucumber Apostichopus japonicus during aestivation","SRS487885","","110.94","1","3658072","179245528","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX322543","GSM1186142: DA; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP027380","High-throughput sequencing reveals differential expression of miRNAs in intestine from sea cucumber during aestivation [miRNA-Seq]","SRS457622","","358.35","1","11543952","565653648","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX322542","GSM1186141: NA; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP027380","High-throughput sequencing reveals differential expression of miRNAs in intestine from sea cucumber during aestivation [miRNA-Seq]","SRS457621","","352.08","1","11397437","558474413","","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX248589","GSM1095432: R21; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP019251","NA-Seq reveals dynamic changes of gene expression in key stages of intestine regeneration in the sea cucumber Apostichopus japonicus.","SRS400702","","163.93","1","5032070","246571430","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX248588","GSM1095431: R14; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP019251","NA-Seq reveals dynamic changes of gene expression in key stages of intestine regeneration in the sea cucumber Apostichopus japonicus.","SRS400701","","152.48","1","4729107","231726243","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX248587","GSM1095430: R7; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP019251","NA-Seq reveals dynamic changes of gene expression in key stages of intestine regeneration in the sea cucumber Apostichopus japonicus.","SRS400700","","157.49","1","4879963","239118187","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX248586","GSM1095429: R3; Apostichopus japonicus; RNA-Seq","Apostichopus japonicus","Illumina HiSeq 2000","GEO","SRP019251","NA-Seq reveals dynamic changes of gene expression in key stages of intestine regeneration in the sea cucumber Apostichopus japonicus.","SRS400699","","151.96","1","4716678","231117222","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
